news_title	news_url	text
FBI Special Agent David Raynor murdered with his own gun	https://archive.fo/QZkkr#selection-1489.0-1489.56	FBI Agent, Who Exposed Hillary Clinton's Cover-up, Found Dead FBI Special Agent David Raynor murdered with his own gun | @NeonNettle By: Jay Greenberg on 18th June 2018 @ 2.45pm © press Special Agent David Raynor was due to testify against Hillary Clinton when he died An FBI Special Agent, who was anticipated to expose the extent of Clinton and Obama malpractice and corruption in the "Operation Fast and Furious" cover-up before a US Federal Grand Jury, has been found dead at his home. The FBI official's wife was also found dead at the scene with the couple both being murdered using the 52-year-old agent's own gun. Raynor's tragic death comes just one day before he was due to testify before a US Federal Grand Jury He was widely expected to testify that Hillary Clinton acted illegally to protect Obama administration crimes while covering up the Fast and Furious scandal. © Facebook Special Agent David Raynor and his wife were both found dead Raynor’s wife, Donna Fisher, was also found dead at the scene. An autopsy will be completed to determine the exact cause of death, according to police. According to the Baltimore Sun Authorities, who are offering a $215,000 reward for tips in Suiter’s killing, have struggled to understand what happened. The detective was shot with his own gun, which was found at the scene. Two other shots were fired from the gun, and Davis said there were signs of a brief struggle. Special Agent Raynor’s suspicious death is the latest in a sequence of disturbing deaths in Baltimore connected to the Clinton/Obama cover-up of Operation Fast and Furious. When President Trump took power, the US Justice Department opened another investigation into Operation Fast and Furious as it pertained to the Baltimore Police Department and impaneled a US Federal Grand Jury. © Facebook Special Agent David Raynor was due to testify against Hillary Clinton One of the main witnesses was Detective Sean Suiter, an 18-year veteran of the FBI. However, Detective Suiter was gunned down in November, in eerily similar circumstances to Special Agent Raynor , also one day before he could testify. © press The couple was found murdered outside their home Special Agent Raynor was leading US Deputy Attorney General Rod Rosenstein’s and FBI Director Christopher Wray’s investigation into the murder of Detective Sean Suiter, who he believed was silenced before he could testify that the Obama administration was criminally complicit in allowing guns to flow into the hands of criminals on the Mexican border. © press The was was killed using Special Agent David Raynor's own gun These guns were involved in the murder of a US Federal Officer, among others, and is seen by investigators as the “Achilles heel of the Obama regime,” because the murder of Border Patrol Agent Brian Terry is one of but a very few Obama administration crimes that have no statute of limitations as it involved the killing of a US Federal Officer. Leaked Wikileaks emails also prove Hillary Clinton was fully knowledgeable about the crime —thus making her liable to criminal charges. © press Police close off the area around the couple's home where their bodies were found Last's week's bombshell Inspector General's reports have exposed yet more Hillary Clinton and Obama Administration crimes. The report, that was released last Thursday, revealed that the FBI had discovered evidence that Hillary Clinton and the Clinton Foundation had committed " sexual crimes against children ." The report also shows that Obama lied to cover-up parts of these investigations that exposed child trafficking. However, the IG report proves that the evidence of these crimes has been covered-up and swept under the carpet by those acting at the highest levels.
Was an FBI Agent Who Exposed Hillary Clinton’s Corruption Found Dead?	https://anticorruptiondigest.com/2018/07/25/was-an-fbi-agent-who-exposed-hillary-clintons-corruption-found-dead/#axzz5uapEVDmG	Was an FBI Agent Who Exposed Hillary Clinton’s Corruption Found Dead? On 18 June 2018, the disreputable website Neon Nettle reported that an FBI agent was murdered as part of a conspiracy to cover up the corruption of Hillary Clinton, who unsuccessfully ran for the presidency of the U.S. in 2016: But there’s no mystery surrounding how Raynor died — Anne Arundel County Police Lt. Ryan Frashure told us officers witnessed Raynor’s turning his gun on himself on 7 March 2018: Investigators believe Raynor stabbed his 54-year-old wife, Donna Fisher, to death near their home in Crownsville, Maryland, before killing himself. The couple had been in the midst of divorce proceedings and, Frashure said, were “having serious domestic issues.” The week they died they were in court fighting over custody of their 10-year-old daughter. According to investigators, no evidence suggests Raynor’s death was in any way connected to the Fast and Furious operation, an Obama-era “gunwalking” scandal. Moreover, “Fast and Furious” had nothing to do with Hillary Clinton’s State Department, as it involved the Phoenix division of the U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives’ (ATF), an organization within the United States Department of Justice (DOJ). Neon Nettle’s sole documentation for their claim that Raynor died “just one day before he was due to testify before a US Federal Grand Jury” was a link to an eight-month-old news article about the shooting death of a Baltimore homicide detective, an article that made no mention of David Raynor, the FBI, Hillary Clinton, or “Fast and Furious.” (The slain detective was scheduled to testify before a federal grand jury, but that case was about Baltimore police accused of shaking down citizens and conspiring with drug dealers, not about the ATF and gunwalking in Arizona.) Source: FACT CHECK: Was an FBI Agent Who Exposed Hillary Clinton’s Corruption Found Dead? 
FBI Official, Who Exposed Clinton’s ‘Fast & Furious’ Cover Up, Found Dead	https://newspunch.com/fbi-clinton-fast-furious-dead/	
Army Welcomes First Openly Transgender Military Working Dogs	https://www.duffelblog.com/2014/12/army-military-working-dogs/	JOINT BASE LEWIS-McCHORD, Wash. — Meet Tracker, a five-year-old, sixty-pound Belgian Malinois and a graduate of the Military Working Dog School at Lackland Air Force Base, Texas. He’s also one of the Army’s first five openly transgender military police dogs, assigned to the 42nd Military Police Brigade at Joint Base Lewis-McChord. “We took to each other pretty quickly,” said Spc. Jeffrey Grassley, a military policeman and dog handler partnered with Tracker. “I mean, it’s a little weird that they tell me to call him a ‘him,’ since he’s obviously a female dog, and there was that time last month when he was laid up for a few days after he gave birth to a litter of puppies, but we’ve really forged a close working friendship.” Tracker, who was raised as a female dog under the name Regina, first identified as a male during the initial breeding and selection process the military uses to screen potential military working dogs. “Looking back now, it was pretty obvious that she was — sorry, He — was a little different,” said Tech Sgt. Walter Flaherty, one of Tracker’s trainers. “He didn’t really say much, obviously, but you could just sort of tell.” During play time, Flaherty said, Tracker would consistently engage in behavior normally associated with male dogs, and whenever he would go into heat, would go after the females pretty aggressively, almost totally ignoring the male dogs. “He would only play with blue chew toys, and for some reason, he really liked watching reruns of ‘Xena: Warrior Princess,'” Flaherty added. Paws Across The Rainbow, the nation’s leading advocacy group for LGBT animals, hailed the move, calling it a “landmark achievement for all military working animals, no matter what their sexuality.” “We hope that this will serve as an example throughout the military that being transgendered is simply not a reason to discriminate against competent and talented military working animals of all species, said spokesman Pat Riley, while also calling on the Army to provide no-cost gender-reassignment surgery for the dogs “as a gesture of tolerance and recognition of the diverse nature of today’s military working animals.” Some of the more traditional, conservative elements within the Army might not be so ready to embrace such a radical change, however. The all-male caisson horses of the 3rd Infantry Regiment, or “The Old Guard,” long entrusted with the solemn honor of bearing the caskets of fallen warriors and deceased U.S. presidents, have drawn fire for refusing to allow female or openly LGBT horses within its ranks, and the regiment’s command team is unapologetic about that fact. “As long as I’m here, that’s the way it’s going to stay,” said Command Sgt. Maj. Samuel J. Stoker, The Old Guard’s senior noncommissioned officer. “I’ll resign before I’ll see some fancy-prancing fairy-horsey bear my president down the National Mall.” Stoker may be the last of a dying breed, however. Polling data suggests that most service members are indifferent to the idea, with 15 percent of those polled say they would “definitely” or “very likely” be willing to work with an openly LGBT military working animal. In that regard, Tracker and his four compatriots are pioneers in more than one way: If all goes well, according to sources within Defense Secretary Chuck Hagel’s office, their service may open the door to full integration for all LGBT military working animals. As for Spc. Grassley, Tracker’s handler, he says he doesn’t concern himself with the larger political implications of Tracker’s assignment to the unit, and just treats him as his K-9 partner, nothing more. “Every once in a while he tries to hump my leg, which is kind of pointless since he doesn’t have a penis, but it’s just a male-dominance thing, and besides, it’s pretty funny.”
Treason? Ilhan Omar Gives Iran Military Advice, Suggests It Could Target Trump Hotels	https://pjmedia.com/trending/treason-ilhan-omar-gives-iran-military-advice-suggests-it-target-trump-hotels/	The inspiringly patriotic Rep. Ilhan Omar (D-Tehran, no, check that, I’m hearing she’s from Minnesota) tweeted Monday offering some unsolicited military advice to the Islamic Republic of Iran: “Trump needs to immediately divest from his businesses and comply with the emoluments clause. Iran could threaten Trump hotels *worldwide* and he could provoke war over the loss of revenue from skittish guests. His business interests should not be driving military decisions.” She also tweeted a video in which the late comedian George Carlin asserts that the U.S. is “not very good at anything” besides war. And so once again we have to ask the by-now-familiar question: Is Ilhan Omar a traitor who hates America? Omar’s warning that Trump’s “business interests should not be driving military decisions” makes no sense, because clearly the fact that Trump owns hotels that Iran could target didn’t stop him from going after Qasem Soleimani. But as far as Omar and her ideological allies are concerned, it doesn’t matter how much they have to twist their logic into pretzels to get Trump, as long as they make the president look bad. That imperative has now driven Omar even to give a military suggestion to a hostile foreign power. The mullahs and their henchmen haven’t said anything about targeting Trump hotels, so here is a United States congresswoman to give them a marvelous new idea about how they could murder Americans and others, and further menace the United States. The definition of treason is giving aid and comfort to the enemy. The leaders of the Islamic Republic of Iran order their people to chant “Death to America” in mosques every Friday, and repeatedly vow that they will ultimately destroy the United States of America and the state of Israel. They were doing this before Soleimani was killed, and they’re doing it now. How is giving them a suggestion about how they could target the United States, whether or not they have or would have thought of it themselves, not giving aid and comfort to the enemy, and hence treason? When she took the oath of office to become a member of the United States House of Representatives, she swore to “support and defend the Constitution of the United States against all enemies, foreign and domestic,” as well as to “bear true faith and allegiance to the same.” Inviting, out of a hysterical hostility to the president of the United States, a nation that regularly chants “Death to America” to strike American-owned businesses – is that supporting and defending the nation against foreign enemies? Omar might well split hairs and assert that she suggested no attack on the Constitution, which is what she specifically swore to defend, but clearly the oath uses “Constitution” as a metonymy for the nation as a whole. Abetting this impression is the fact that Omar on the same day demonstrated her hostility to the country that she has sworn to protect and defend. She tweeted the Carlin video with the comment: “It’s no laughing matter,” just so we’re clear that she didn’t mean any joke. She is seriously offering the claim that the country to which she has sworn allegiance and which she represents in its Legislative Branch is just a war-mongering blunderer that is not good at anything besides being militarily aggressive. Meanwhile, she invites the military aggression of one of America’s foremost enemies. If the Islamic Republic of Iran turns out to be not good at much of anything besides war against the United States, would Ilhan Omar have any problem with that? Despite all this and more, it is, of course, inconceivable that any treason charges will ever be brought against Ilhan Omar. Her hatred of America plays well among the American Leftists who share it, and the Democratic Party establishment would condemn any such charges as a partisan attack and the attacker as a racist right-wing white supremacist and enemy of all that is good. Meanwhile, the past week has given us abundant examples of how the Democrats hate Trump with such burning intensity that they are willing to lionize and mourn a man who was responsible for the deaths of at least 600 Americans, as well as for a great deal more terrorist activity. So what’s a little treason among America-hating friends? Robert Spencer is the director of Jihad Watch and a Shillman Fellow at the David Horowitz Freedom Center. He is author of 19 books, including the New York Times bestsellers The Politically Incorrect Guide to Islam (and the Crusades) and The Truth About Muhammad. His latest book is The Palestinian Delusion: The Catastrophic History of the Middle East Peace Process. Follow him on Twitter here. Like him on Facebook here.
NEARLY 200 PEOPLE ARRESTED ACROSS AUSTRALIA FOR DELIBERATELY STARTING BUSHFIRES	https://www.infowars.com/nearly-200-people-arrested-across-australia-for-deliberately-starting-bushfires/	Authorities in Australia have arrested close to 200 people for deliberately starting the bushfires that have devastated the country, yet the media and celebrities continue to blame “climate change” for the disaster. The fires have caused at least 18 deaths, destroyed thousands of homes, millions of hectares of land and killed hundreds of millions of animals. A total of 183 people have been arrested by police in Queensland, NSW, Victoria, South Australia and Tasmania for lighting bushfires over the last few months, figures obtained by news agency AAP show. In New South Wales, 24 people were arrested for arson, risking prison sentences of up to 25 years. In Queensland, police concluded that 103 of the fires had been deliberately lit, with 98 people, 67 of them juveniles, having been identified as the culprits. “The link between arsonists and the deadly fires that devastate Australia every summer is well known and well documented, with the rate of deliberately lit fires escalating rapidly during the school holiday period,” reports Breitbart’s Simon Kent. Around 85 per cent of bushfires are caused by humans either deliberately or accidentally starting them, according to Dr Paul Read, co-director of the National Centre for Research in Bushfire and Arson. “About 85 per cent are related to human activity, 13 per cent confirmed arson and 37 per cent suspected arson,” he said. “The remainder are usually due to reckless fire lighting or even just children playing with fire.” Read also highlighted the link between school holidays and kids starting fires, commenting, “School holidays are a prime time for fire bugs, but especially over summer.” The kids have got time to get out there and light, and the most dangerous adults choose hot days.” Police are now working on the premise arson is to blame for much of the devastation caused this bushfire season. A strike force will investigate whether blazes were deliberately lit, and bring those responsible to justice. https://t.co/TWh1KQycs4 @ebatten7 #NSWFires #7NEWS pic.twitter.com/Dul8dMFrZv — 7NEWS Sydney (@7NewsSydney) January 3, 2020 “Police are now working on the premise arson is to blame for much of the devastation caused this bushfire season,” reports 7 News Sydney. New environmental policies that restrict “prescribed burning,” where land owners burn off flammable ground cover in cooler months in a controlled manner so it doesn’t contribute to bushfires, have also exacerbated the problem. The fact that the bushfires were deliberately started and have nothing to do with man-made climate change hasn’t prevented that being the dominant narrative. Last week, Bernie Sanders blamed those who were “delaying action on climate change” for “the blood-red sky and unbreathable air in Australia because of raging forest fires.” Virtue signaling celebrities have also pounced on the issue to push their dogma, including at the Golden Globes last night when Australian-born Cate Blanchett asserted, “When one country faces a climate disaster, we all face a climate disaster.” 'When one country faces a climate disaster, we all face a climate disaster.' Australian-born Cate Blanchett took to the stage at the #GoldenGlobes to highlight the wildfires fires ravaging her native country and demand action against climate changehttps://t.co/pVuyhgrFDh pic.twitter.com/Bb25YwfQGi — ITV News (@itvnews) January 6, 2020 SUBSCRIBE on YouTube: Follow on Twitter: Follow @PrisonPlanet ——————————————————————————————————————— My voice is being silenced by free speech-hating Silicon Valley behemoths who want me disappeared forever. It is CRUCIAL that you support me. Please sign up for the free newsletter here. Donate to me on SubscribeStar here. Support my sponsor – Turbo Force – a supercharged boost of clean energy without the comedown. ——————————————————————————————————————— Pick up the next evolution of activated nascent iodine today with Survival Shield X-3 now at 60% off!
EPA Takes Three Important Steps to Ensure Chemical Safety Under the Lautenberg Act, Proposes Action on Asbestos	https://www.epa.gov/newsreleases/epa-takes-three-important-steps-ensure-chemical-safety-under-lautenberg-act-proposes	
Democrats Call For Flags To Be Flown At Half-Mast To Grieve Death Of Soleimani	https://babylonbee.com/news/democrats-call-for-flags-to-be-flown-half-mast-to-grieve-death-of-soleimani	Democrats Call For Flags To Be Flown At Half-Mast To Grieve Death Of Soleimani WASHINGTON, D.C.—At a press conference held on Capitol Hill Friday, mourning Democrat leaders called for flags to be flown half-mast to honor the death of Qasem Soleimani. Flags were spotted flying at half-mast around the country, notably at The Washington Post, The New York Times, and in front of several celebrities' homes. The celebrities went out and bought an American flag for the first time just to fly it at half-mast for this important time of grief. "The grieving process is painful but necessary," said Rep. Ilhan Omar. "As a nation, we need to stop and grieve this great, austere, revered religious scholar. He was one of the good ones." In a rare moment of unity with The Squad, Pelosi gave each of the girls a hug, telling them to just "let it all out" in their time of sadness. Ocasio-Cortez didn't seem to know what was happening but adjusted her glasses to look smart. A teary-eyed Barack Obama was also seen solemnly lowering the flag in front of his seaside mansion. "To think, this all could have been prevented with a few pallets of cash." He sighed and stared off into the distance, a look of pain and regret on his face. "If only Trump had targeted a U.S. citizen with a drone strike instead." Later, Democrats clarified they meant we should fly the Iranian flag at half-mast, not the "offensive and problematic" American flag. You must become a premium subscriber or login to view or post comments on this article.
Bloomberg Campaign Vendor Used Prison Labor To Make Presidential Campaign Calls	https://www.npr.org/2019/12/24/791194618/bloomberg-campaign-vendor-used-prison-labor-to-make-presidential-campaign-calls	Bloomberg Campaign Vendor Used Prison Labor To Make Presidential Campaign Calls Enlarge this image toggle caption Mark Makela/Getty Images Mark Makela/Getty Images Billionaire presidential candidate Michael Bloomberg has acknowledged that one of his vendors hired a subcontractor that used prison workers to make phone calls for his 2020 campaign. That prison labor was being used by the Bloomberg campaign was reported Thursday morning by The Intercept. The campaign says it was unaware that inmate workers were making phone calls on its behalf until informed by The Intercept's reporter, and says it immediately cut ties to the vendor. "Through a third-party vendor, the Mike Bloomberg 2020 campaign contracted New Jersey-based call center company ProCom, which runs calls centers in New Jersey and Oklahoma," reporter John Washington writes. "Two of the call centers in Oklahoma are operated out of state prisons. In at least one of the two prisons, incarcerated people were contracted to make calls on behalf of the Bloomberg campaign." Sources told The Intercept that some of the calls were made by people incarcerated at the Dr. Eddie Warrior Correctional Center, a minimum-security women's prison near Muskogee, Okla. Bloomberg released a statement a few hours later in which he confirmed the reports: "Earlier today, a news outlet accurately reported that a subcontractor for one of our vendors was using prison workers to make phone calls on behalf of my campaign. After learning this, we immediately ended our relationship with that company. "We only learned about this when the reporter called us, but as soon as we discovered which vendor's subcontractor had done this, we immediately ended our relationship with the company and the people who hired them. "We do not support this practice and we are making sure our vendors more properly vet their subcontractors going forward." Bloomberg is one of the world's richest people, with a net worth estimated at about $56 billion. He built his wealth by founding his eponymous financial information and media company, and later was the mayor of New York City for 12 years. He announced his candidacy for the Democratic nomination for president last month, and has already spent more than $76 million on television ads — far more than most of his Democratic rivals combined.
FBI Admits Illegal Wiretapping Of President Trump, Issues Apology	https://www.oann.com/fbi-admits-illegal-wiretapping-of-president-trump-issues-apology/	
BARACK OBAMA ANNOUNCES INTENTION TO RUN AS PRESIDENT OF KENYA IN 2021	https://worldnewsdailyreport.com/barack-obama-announces-intention-to-run-as-president-of-kenya-in-2021/	In a surprise announcement that could upset African politics for years to come, former American President Barack Obama has confirmed this morning his candidacy in the 2021 Kenyan presidential campaign. Son of a Kenyan senior governmental economist, Barack Hussein Obama Sr., the politician who served as the 44th President of the United States from 2009 to 2017 is actually touring Africa to give a series of conferences. While visiting the Kenyan port city of Mombasa, he was greeted by a large and extremely enthusiastic crowd, loudly cheering and chanting his name. Mr. Obama drew an almost ecstatic roar from the crowd when he made the announcement that he was returning to politics. “I’m a bit disgusted with American politics recently while seeing Kenya struggle. I realized I needed to do something to help my Homeland.” The former U.S. President believes he can help the country overcome its social and economic problems as he did with the U.S. “I was able to solve the U.S.’ worse economic crisis in its history and put it on the right track until they elected a narcissistic reality tv star. I can certainly help Kenya.” Mr. Obama announced that he was launching his own political party, the National Democratic Party of Kenya (NDP) and confirmed he was considering negotiations with existing parties to form a coalition. Kenya is still struggling with social instability, poverty issues, government corruption, and an important water crisis even if it has recently known a few years of economic growth. Although its economy enjoys the leading position in eastern and central Africa, 39.9% of its population lives below the poverty line, according to the Oxford Poverty & Human Development Initiative. To make things worse, the country has been struggling with several economic problems recently, the most recent of which is a huge swarm of locust that destroyed swathes of maize, coffee, vegetable, and tea plantations, threatening the country’s food security. Several experts believe the former American President’s chances of getting elected are extremely good. Many analysts also note that the actual government will certainly hesitate to forbid his candidacy or trick the election if it takes place under international scrutiny. The next Presidential election in Kenya is set for October 2021 and candidates have until April 2021 to confirm their candidacy.
Filled with pride: LGBTQ-obsessed mother beats seven-year-old son to death because he refused to dress like a girl	https://www.newstarget.com/2019-12-29-lgbtq-obsessed-mother-beats-son-to-death.html	Filled with pride: LGBTQ-obsessed mother beats seven-year-old son to death because he refused to dress like a girl Yet another innocent, underage boy has been brutally victimized by the Cult of LGBTQ for refusing to become one of them. Seven-year-old Karol Rámon, as the media is calling him, was reportedly “beaten with a belt, a chair, a whip and even a hammer” by his lesbian mother, identified as Margarita, simply because he objected to her perverted fetish that he dress like a girl. “In addition to the blow, they left him without food for days,” reports further indicate about the unspeakable suffering that Margarita and her partner inflicted on little Rámon, who’s just the latest casualty among many of all the “tolerance,” “inclusion,” and “love” being pushed on society. By the time Margarita brought Rámon to a local hospital, he was reportedly already dead, his body “full of bruises, old scars, cigarette burns, and the marks ‘made by some large object,'” relays The Daily Wire about the incident. In the years prior to being viciously murdered by his lesbian mother, Rámon had been brutally beaten “on the head and stomach, causing serious internal damage” by both his mother and her girlfriend, who had tried without success to convert Rámon into a transgender. Rámon’s grandmother had tried on at least one occasion to gain custody of Rámon, but was unsuccessful. Margarita has since been arrested and charged with the murder of her son, and will now spend at least four months in pre-trial detention. For related news, be sure to check out Gender.news and Evil.news. Even as good parents are having their children stolen by the state for refusing chemotherapy, LGBTQ demons are murdering underage children without consequence Another very similar gruesome incident recently occurred in Brazil, where another pair of lesbian “moms” murdered their nine-year-old son after cutting off his genitals in a failed attempt to turn him transgender as well – revealing that, sadly, these are no longer obscure incidents, but rather are a true reflection of where the Cult of LGBTQ is headed. Little boys today are now expected to dress up in drag and strip for adult homosexual perverts. And if they don’t, they could find themselves beaten and stabbed to death by their “progressive,” LGBTQ parents or their LGBTQ-affirming “allies” for not being “tolerant” and “loving” enough. The mainstream media is likewise pushing pedophilia as just another “sexual orientation,” which means that very soon you’ll probably be hearing about the need for LGBTQP rights – the P standing for pedophiles, which will eventually be just another color on the LGBTQP “rainbow.” “A transgender child is like a vegan cat. We all know who’s actually making the decisions,” wrote one commenter at The Daily Wire. “This is simply a case of a child refusing to go along with the Munchausen Syndrome by Proxy of the parent, and the parent reacting violently at being denied the opportunity of being special.” But this is what “pride” is all about, after all: embracing and celebrating every form of perversion, including the forced mutilation – and now murder – of children as human sacrifices to Moloch, the god of Planned Parenthood as well as the god of LGBTQP. Contrary to popular belief, pride is not a virtue, despite widespread lies to the contrary. At its root, pride is a vulgar character flaw, and one of the deadly sins warned about in the Bible as preceding a great “fall.” “The fear of the Lord is hatred of evil,” reads Proverbs 8:13. “Pride and arrogance and the way of evil and perverted speech I hate,” says the Lord. “God opposes the proud, but gives grace to the humble,” also reads James 4:6. Sources for this article include: DailyWire.com NaturalNews.com NaturalNews.com NaturalNews.com OpenBible.info
A Cocaine Nasal Spray Just Received FDA Approval	https://merryjane.com/news/a-cocaine-nasal-spray-just-received-fda-approval	Medicinal cocaine has always been a thing, but now there’s an FDA-approved nasal spray aptly made with totally legal, pharmaceutical-grade white. On Monday, the pharmaceutical outfit Lannett Company announced that its new cocaine hydrochloride nasal spray product, dubbed Numbrino, cleared two Phase III, randomized, double-blind clinical trials. "The FDA's approval of our cocaine HCl product, the first NDA approval to include full clinical trials in the company's history, marks a major milestone in Lannett's 70+ years of operations," said Tim Crew, Lannett Company’s CEO, in a press release . "We believe the product has the potential to be an excellent option for the labeled indication. We expect to launch the product shortly…” While Lannett’s nasal spray may be new, cocaine’s use in modern medicine is not. Unlike weed, which is considered a Schedule I drug in the US — meaning it has no accepted medical use — cocaine is a Schedule II drug, meaning it has some accepted medical use. Although cocaine’s medicinal use is not as widespread as it was at the turn of the 20th century , it has been, in rare occasions, administered as a topical analgesic for minor surgeries. Nasal administration of pharmaceutical-grade coke isn’t new, either. In the ‘80’s, LA-based drug researcher Ronald K. Siegel, PhD. tested whether sniffing crack could control arthritis pain. The study successfully showed that snorting pharmaceutical crack — or cocaine freebase — could effectively manage chronic pain without triggering cocaine’s characteristic, addictive high. However, the patients reported that they felt uncomfortable sniffing lines of any drug for relief, and some study subjects turned to street-bought cocaine after Siegel revealed the study drug’s true identity. Lately, pharmaceutical nasal sprays for novel drugs has become all the rage. Last year, President Trump ordered the VA to purchase an FDA-approved ketamine nasal spray for treating depression in combat veterans. In December, an Oregon-based company announced it would begin developing a nasal spray for delivering psilocybin , the psychedelic component of magic mushrooms. And in case you’re wondering, weed-based nasal sprays have already been around for a few years, but none are FDA-approved. So, there you have it: The US government recognizes cocaine as a legit medicine, but cannabis is still considered as dangerous and useless as heroin.
CNN: 'Trump Voter Shoots Mentally Ill Man In Church'	https://babylonbee.com/news/cnn-headline-trump-voter-shoots-mentally-ill-man-in-church	CNN: 'Trump Voter Shoots Mentally Ill Man In Church' ATLANTA, GA—Churchgoer Jack Wilson shot and killed a mass shooter at West Freeway Church of Christ, preventing what could have been a much worse shooting. But CNN reported on the event with the headline and caption "Trump voter shot a mentally ill man in a Texas church," causing some to question whether CNN might be a biased source of news. "Once again we see that Trump voters are hopelessly wicked," said one somber anchor as footage came in of a shooting in a Texas church. "There is nothing they won't do to attack the oppressed, mentally ill community. All this man wanted to do was express his true identity and live out who he really is, and he was stopped by yet another psychotic Trump voter." CNN hosts called for Texas to designate their churches "gun-free zones," so that the mentally ill can do whatever they please without being stopped by deranged conservatives. A Babylon Bee subscriber contributed to this report. If you want to get involved with the staff writers at The Babylon Bee, check out our membership options here You must become a premium subscriber or login to view or post comments on this article.
Lake Michigan Dolphin Population On The Rise	https://snickersee.com/2019/09/30/lake-michigan-dolphin-population-on-the-rise/	The Freshwater Bottlenose Dolphin is making a comeback in the Great Lakes. The species was listed as endangered in the 1960s as a result of over fishing. Sightings of the rare dolphins are on the rise, and scientists say that the population is nearing 2000 dolphins. A report released last week from The Great Lakes Fish and Water Quality Society says, in the 1960s there were less than 100 of the dolphins in Lake Michigan. Numbers are on the rise, and sightings have extended from the Straights of Mackinac, to the Indiana Dunes. Mike Murphy a scientist with The Great Lakes Fish and Water Quality Society spoke with snickersee. “This is really exciting, environmental protection laws enacted in the 1970s are working. We are going to send a team out on the lake next week to track the dolphins, see where they are mating, and their diet. This could be a boost to the lakes natural ecosystem.” “Dolphins might be able to help us control some invasive species that are threatening the Great Lakes,” Murphy continued, “Asian carp are already in the Illinois river system, and could take over the lake. The dolphins might be able to help curb that population.” Scientists are not the only ones excited about the dolphins. The freshwater bottlenose dolphin has been spotted close to shore. Including in some highly congested tourist areas, such as Chicago’s Navy Pier. “It’s wonderful, you can see the Dolphins jumping in the water a few feet from some of the boats. You would think you are on vacation at the ocean,” a tourist spending time on the pier told snickersee. The possibilities for tourism in the City of Chicago are endless. There are talks of a boat tour to find the dolphins. This tour would join the several other popular attractions the lake has to offer. City officials hope the dolphin tour would be just as exciting as the architecture boat tour along the Chicago river. “I love the dolphins,” a sixteen year old girl from suburban Glencoe told snickersee, “I’m hoping I can get a selfie with one of them jumping behind me for my instagram.” New laws protecting the dolphins State officials are working on new laws to protect the dolphins even further. While it may be tempting to catch one of the animals, it is illegal to fish for them. Officials hope the dolphin population can spread thru the entire Great Lakes region. At one time the dolphins were seen in all of The Great Lakes. The population growth in Lake Michigan shows that one day, the fresh water bottlenose dolphin may be back to where they once had been in numbers.
Michelle Obama Files For Divorce After Shocking Revelation; Barack Obama Admits: ‘I’m Gay!’	https://empirenews.net/michelle-obama-files-for-divorce-after-shocking-revelation-barack-obama-admits-im-gay/	0 PHILADELPHIA, PA Former President Barack Obama announced late last night that he had filed for divorce from his wife of 27 years, Michelle Obama, after he revealed a secret double life as a homosexual. “It is with a bit of sadness and a whole lot of relief that I announce that Michelle and I have decided to separate, as I have admitted to her, as I’m doing now to the rest of the world, that I am a homosexual,” said Barack Obama. “This may come as a shock to many, and anger others, but this is my personal business, and I would hope that everyone could respect my privacy at this time” Representatives for Michelle Obama said that she and the former president would split amicably, and that Michelle herself was “not particularly shocked” by the revelation. “We are very close, as close as two people could ever be, really,” said Michelle in a prepared statement. “I’ve known for many years about Barack’s secret life, and I fully support him in the direction that his life takes him. He was and is an incredible leader, a loving father and family man, and now he can go on to make some other guy, or multiple guys, very happy.” “Honestly, I was prepared to just stay with her,” said Barack. “I think she’s secretly know for years that I was gay, and since it already came out in every conservative news site years ago that Michelle was actually born a man, I figured that was close enough. I was prepared to stick it out and keep having young guys on the side. Michelle nixed it, though. She said if this was going to become public news, then there’s no reason we shouldn’t just split up and reveal our true selves. Whoops, I guess I just proved those rumors about her secret to be true, too. Damn, sorry Michelle!” Representatives for the Obama children, Malia and Sasha, could not be reached for comment, but their Facebook pages both were vacant of any comments on the split. 0 Comments comments
Chinese authorities seize 12 tons of beaver penises smuggled from Canada	https://naijatell.com/odd/chinese-authorities-seize-12-tons-of-beaver-penises-smuggled-from-canada/	
